"No.","Ticker","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Volatility (Week)","Volatility (Month)","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume"
826,"BLDP",-7.70%,22.89%,6.22%,17.55%,4.64%,-27.74%,6.92%,6.14%,2.30,3661.48,0.11,16.70,-1.24%,20423
827,"THM",-7.47%,-7.35%,-18.53%,-31.18%,-53.06%,-48.64%,10.23%,7.38%,2.00,123.84,0.41,0.70,-1.24%,2525
828,"DDD",-7.41%,10.73%,-14.27%,38.01%,322.27%,176.81%,8.23%,6.33%,3.20,3140.40,0.33,28.65,-1.24%,52479
829,"AMWL",-4.93%,7.65%,-13.72%,-30.81%,-69.06%,-64.98%,3.94%,4.97%,2.70,2273.46,0.06,8.76,-1.24%,7330
830,"SEAH",0.71%,13.20%,13.88%,11.97%,,11.86%,3.62%,3.00%,,1113.85,0.53,11.18,-1.24%,29728
831,"HIBB",12.90%,29.31%,3.78%,26.43%,151.45%,105.00%,6.56%,4.62%,1.80,504.52,0.00,93.50,-1.24%,112
832,"HERO",2.06%,10.32%,6.14%,3.15%,12.43%,-0.87%,1.14%,1.12%,,124.23,0.37,30.40,-1.23%,2319
833,"GOL",13.68%,-10.50%,-13.02%,-28.56%,-17.14%,-34.01%,5.58%,5.08%,2.50,1652.26,0.49,6.40,-1.23%,40394
834,"NIU",-1.22%,5.10%,11.74%,-6.55%,-6.85%,-7.38%,4.54%,4.30%,1.70,593.48,0.03,25.66,-1.23%,973
835,"ERX",3.83%,9.20%,38.40%,24.26%,202.82%,132.33%,3.60%,3.42%,,3398.89,0.13,32.93,-1.23%,21418
836,"BEP",-2.80%,6.07%,1.06%,12.19%,-2.21%,-9.76%,1.75%,2.22%,1.80,281.64,0.07,38.46,-1.23%,924
837,"XM",-9.95%,0.00%,-2.88%,35.48%,,-6.51%,4.58%,4.61%,1.90,1275.05,0.00,42.02,-1.23%,132
838,"VG",8.68%,10.22%,25.27%,36.98%,38.08%,33.20%,3.54%,2.51%,2.00,2062.64,0.00,16.94,-1.22%,67
839,"PINS",5.16%,-8.42%,-17.89%,-18.35%,-19.24%,-29.23%,4.67%,4.95%,2.40,11485.60,0.08,46.07,-1.22%,46462
840,"DECK",7.49%,28.57%,-2.04%,35.40%,66.90%,48.26%,3.10%,3.85%,1.50,449.01,0.00,420.00,-1.22%,3
841,"AWAY",6.21%,1.37%,7.12%,4.45%,24.79%,11.54%,1.72%,1.42%,,221.32,3.93,28.54,-1.21%,43523
842,"SLRX",-5.81%,-14.01%,-5.52%,-29.57%,14.08%,-10.99%,7.98%,6.25%,1.70,1298.32,0.04,0.80,-1.21%,2563
843,"NEW",13.74%,3.23%,-8.18%,-78.60%,-91.80%,-89.45%,17.05%,18.92%,1.00,4262.30,1.05,0.61,-1.20%,224210
844,"ETSY",7.50%,27.84%,33.36%,62.34%,113.42%,45.39%,7.64%,4.76%,1.90,2129.29,0.41,255.56,-1.20%,43424
845,"RJN",-1.85%,1.22%,21.96%,31.31%,105.14%,78.83%,3.37%,2.22%,,12.81,0.00,2.88,-1.20%,3
846,"RILY",4.58%,32.90%,17.22%,14.70%,198.48%,98.38%,4.11%,3.56%,,225.69,0.01,74.95,-1.20%,72
847,"CMCM",0.00%,4.37%,-23.04%,-17.73%,-15.23%,-7.22%,3.61%,4.10%,5.00,167.82,0.05,1.65,-1.20%,407
848,"EH",2.66%,20.54%,-0.74%,13.10%,174.17%,20.65%,5.40%,6.57%,1.00,792.97,0.30,25.17,-1.20%,11803
849,"CLOV",-0.92%,-6.58%,-7.38%,-3.21%,-24.93%,-55.10%,5.29%,4.66%,3.50,22758.41,0.18,7.44,-1.20%,201062
850,"HOG",-2.00%,1.89%,-10.01%,-16.44%,13.67%,2.64%,3.21%,3.37%,2.30,1517.90,0.09,37.22,-1.19%,6920
851,"FXP",1.92%,0.37%,6.21%,10.22%,14.90%,11.84%,1.91%,2.15%,,22.67,0.03,36.07,-1.19%,33
852,"GOOD",2.49%,6.53%,0.80%,11.62%,29.77%,25.94%,1.66%,1.71%,1.70,150.08,0.02,22.40,-1.19%,133
853,"NKE",3.57%,15.66%,1.49%,30.31%,34.80%,22.87%,2.41%,1.84%,1.90,6321.88,0.09,171.75,-1.19%,29505
854,"NUE",5.76%,14.99%,-7.59%,18.14%,123.40%,113.20%,3.57%,3.82%,2.50,3512.56,0.10,112.05,-1.19%,17191
855,"X",0.97%,22.47%,-7.90%,-0.91%,147.96%,55.69%,3.68%,4.40%,2.80,22551.67,0.20,25.80,-1.19%,228403
856,"NCLH",3.62%,5.95%,5.82%,6.47%,29.24%,9.32%,4.63%,3.47%,2.30,12940.48,0.14,27.47,-1.19%,90086
857,"VVNT",4.33%,17.13%,-19.68%,-9.07%,-46.23%,-51.23%,6.41%,5.30%,2.30,476.03,0.15,10.00,-1.19%,3658
858,"NXTD",-8.06%,25.22%,-46.24%,-41.39%,30.41%,-73.63%,11.26%,19.67%,3.00,2842.75,0.11,4.17,-1.18%,15756
859,"MOAT",1.57%,4.11%,2.61%,9.31%,33.47%,25.55%,0.80%,0.73%,,452.18,0.00,76.92,-1.18%,38
860,"DS",-5.58%,-10.56%,-8.63%,-0.39%,80.14%,6.72%,5.40%,4.17%,1.50,1049.22,0.17,2.51,-1.18%,8824
861,"WEC",-1.21%,2.82%,-6.87%,-5.50%,-13.52%,-2.43%,2.18%,1.57%,3.10,964.21,0.01,88.73,-1.18%,417
862,"YVR",-1.73%,10.39%,-5.03%,-9.57%,-11.92%,8.97%,5.64%,8.04%,,1239.97,0.01,1.68,-1.18%,469
863,"DTST",0.71%,5.72%,2.41%,-50.58%,-23.01%,-24.65%,6.48%,7.34%,,1141.23,0.08,4.20,-1.18%,4807
864,"ZOM",4.98%,8.04%,-3.07%,-29.61%,676.24%,136.64%,8.29%,4.80%,2.00,27740.93,0.16,0.54,-1.17%,224696
865,"RIO",-0.87%,-12.05%,-27.12%,-32.35%,2.98%,-15.72%,1.57%,1.47%,1.80,3507.99,0.57,60.68,-1.17%,99651
866,"CC",7.02%,0.64%,-9.28%,-2.71%,42.66%,27.35%,4.27%,3.15%,2.20,1404.05,0.01,31.20,-1.17%,373
867,"WIMI",-4.48%,26.11%,26.11%,6.44%,-13.95%,-11.11%,6.46%,6.66%,2.00,4192.93,0.15,5.06,-1.17%,31029
868,"NAK",-1.87%,-1.69%,2.46%,-18.75%,-45.30%,30.40%,2.61%,4.49%,2.00,9716.63,0.20,0.41,-1.17%,99261
869,"DALN",-1.29%,1.93%,-6.99%,-14.25%,19.10%,13.58%,2.11%,2.60%,,15.37,6.54,6.78,-1.17%,5025
870,"WAVE",4.06%,8.07%,-10.93%,,,-32.76%,11.00%,7.28%,,44.62,0.20,7.21,-1.17%,452
871,"CHGG",-6.44%,-51.75%,-63.86%,-62.29%,-56.77%,-66.73%,6.36%,5.16%,1.90,3693.64,0.10,29.70,-1.16%,19025
872,"ARCB",5.73%,26.04%,61.47%,37.36%,216.09%,162.01%,6.19%,5.04%,1.90,358.52,0.01,110.50,-1.16%,181
873,"LYV",9.21%,18.94%,39.20%,49.67%,81.18%,58.70%,4.81%,2.74%,2.20,2019.47,0.02,115.26,-1.16%,2426
874,"WORX",-2.81%,-14.78%,-42.14%,26.28%,54.46%,28.14%,3.68%,6.33%,,1015.58,0.31,1.71,-1.16%,15889
875,"BAOS",-8.95%,17.69%,-16.83%,-43.83%,,-80.47%,9.40%,12.22%,,1113.40,0.53,1.71,-1.16%,29745
876,"CCJ",10.57%,28.75%,59.22%,44.00%,191.18%,106.87%,4.96%,5.20%,2.40,7870.83,0.06,27.40,-1.15%,24175
877,"XPEV",-5.54%,18.39%,4.85%,78.92%,30.03%,3.43%,4.87%,5.18%,1.80,8637.06,0.24,43.79,-1.15%,105151
878,"GLW",3.41%,3.52%,-6.64%,-10.81%,7.12%,6.17%,2.31%,2.06%,1.90,4326.83,0.01,37.78,-1.15%,2725
879,"FSLY",4.01%,24.03%,21.91%,23.76%,-26.49%,-41.28%,7.66%,6.11%,3.30,3070.00,0.08,50.71,-1.15%,12692
880,"RHI",2.35%,8.71%,15.70%,34.29%,89.08%,87.96%,2.29%,1.98%,2.70,610.12,0.00,116.09,-1.15%,75
881,"CBIO",-6.60%,-21.92%,-27.33%,-29.51%,-44.84%,-51.74%,5.21%,6.56%,2.00,329.74,0.00,3.01,-1.15%,5
882,"RCL",4.07%,4.62%,11.69%,17.04%,21.11%,22.31%,4.08%,2.94%,2.40,3434.95,0.04,90.30,-1.15%,6735
883,"GGB",-3.61%,-9.95%,-27.24%,-35.65%,10.15%,-4.19%,3.23%,3.50%,2.30,9563.93,0.20,4.30,-1.15%,94663
884,"BSTZ",4.11%,11.07%,6.27%,27.77%,49.23%,19.65%,1.13%,1.71%,,108.61,0.00,43.03,-1.15%,20
885,"DRVN",-4.42%,10.62%,6.09%,12.36%,,17.50%,3.83%,4.17%,1.90,513.90,0.00,31.00,-1.15%,5
886,"TNA",8.63%,30.03%,22.97%,41.00%,153.52%,65.56%,4.54%,3.91%,,8902.85,0.22,108.54,-1.15%,98773
887,"GECC",-0.57%,3.25%,0.00%,8.39%,35.21%,-3.06%,1.91%,1.62%,3.00,91.66,0.01,3.45,-1.15%,41
888,"YCBD",0.00%,1.74%,-20.09%,-49.13%,-33.71%,-40.68%,7.19%,6.61%,2.50,178.45,0.08,1.73,-1.14%,714
889,"CPE",20.23%,12.84%,101.21%,73.83%,795.85%,392.17%,7.52%,6.36%,2.80,1802.19,0.07,64.03,-1.14%,6699
890,"ANET",8.03%,40.72%,43.96%,68.27%,103.06%,82.87%,4.49%,3.00%,2.30,487.23,0.01,525.30,-1.14%,348
891,"FSLR",-3.83%,11.55%,18.97%,63.63%,32.50%,15.35%,4.03%,3.99%,2.50,1738.40,0.05,112.80,-1.14%,4778
892,"BBL",1.15%,-2.81%,-20.16%,-20.98%,20.03%,-2.26%,1.69%,1.47%,1.40,2813.06,0.16,51.24,-1.14%,22360
893,"DCPH",-72.42%,-70.03%,-67.25%,-70.68%,-85.08%,-83.04%,12.09%,6.72%,1.80,1145.18,0.75,9.57,-1.14%,43083
894,"SVXY",-1.80%,8.02%,8.47%,38.28%,60.18%,48.89%,2.31%,1.93%,,3398.00,0.47,61.00,-1.13%,79537
895,"INFI",0.76%,-7.02%,-12.54%,-6.03%,130.43%,25.00%,5.26%,5.42%,1.90,2006.40,0.10,2.62,-1.13%,10189
896,"YELP",-0.59%,1.38%,0.57%,4.74%,36.22%,19.04%,4.89%,3.32%,2.90,652.90,0.00,38.45,-1.13%,2
897,"PYPL",-10.48%,-19.46%,-25.68%,-14.38%,11.21%,-12.29%,3.21%,3.19%,1.90,9542.55,0.64,203.10,-1.13%,303623
898,"NOVN",1.43%,-5.72%,-15.19%,-36.13%,43.70%,-12.79%,6.20%,4.59%,2.00,456.13,0.17,7.01,-1.13%,3834
899,"GUSH",5.11%,11.42%,73.16%,62.76%,368.97%,216.01%,6.44%,5.97%,,2145.81,0.06,119.26,-1.13%,6324
900,"EPM",5.42%,-4.75%,50.24%,69.48%,187.96%,118.25%,3.84%,4.08%,2.00,181.85,0.00,6.15,-1.13%,25
901,"SPR",9.09%,-2.48%,5.63%,13.53%,73.09%,18.50%,5.37%,3.88%,2.10,1438.30,0.03,45.80,-1.12%,2127
902,"SNCR",9.80%,20.63%,-3.93%,-10.93%,-9.73%,-42.77%,5.85%,5.42%,2.00,483.91,0.01,2.66,-1.12%,342
903,"HYEM",-0.57%,-0.35%,-4.70%,-4.74%,-1.88%,-5.86%,0.40%,0.44%,,273.36,0.00,22.25,-1.11%,2
904,"MRAI",-1.46%,,,,,13.89%,9.48%,,,8188.86,0.13,5.35,-1.11%,52892
905,"NXPI",7.01%,18.88%,1.20%,20.94%,52.60%,39.02%,2.89%,2.52%,2.00,2133.23,0.07,218.60,-1.11%,7444
906,"IRBO",2.77%,10.97%,7.10%,18.25%,31.06%,18.10%,1.22%,1.06%,,43.89,0.02,46.53,-1.11%,46
907,"AOSL",17.13%,38.43%,59.68%,62.97%,122.63%,83.93%,7.29%,4.70%,3.50,254.78,0.01,43.00,-1.10%,92
908,"CHX",1.00%,8.86%,13.76%,10.45%,161.55%,78.30%,4.63%,3.93%,1.60,1168.06,0.00,26.98,-1.10%,81
909,"XL",-1.80%,4.20%,-23.10%,-5.54%,-45.67%,-76.99%,6.55%,5.13%,3.00,2115.23,0.10,5.40,-1.10%,10570
910,"NVMI",16.33%,29.69%,32.61%,52.77%,109.54%,82.65%,4.59%,2.96%,1.50,86.38,0.18,127.54,-1.09%,767
911,"BTX",-1.71%,8.24%,-21.23%,-66.41%,142.11%,105.36%,6.48%,5.58%,,681.82,0.00,9.10,-1.09%,43
912,"LICY",0.78%,16.97%,23.11%,24.66%,,24.42%,6.90%,5.39%,2.50,1776.77,0.11,12.75,-1.09%,9719
913,"SABR",12.54%,-8.81%,-9.46%,-17.22%,2.22%,-15.64%,4.16%,4.44%,2.80,6731.24,0.03,10.03,-1.08%,9757
914,"CRK",3.26%,-1.46%,66.94%,79.96%,131.21%,132.27%,5.82%,5.30%,2.30,3493.52,0.01,10.04,-1.08%,1640
915,"FLDM",-7.58%,-13.30%,-31.41%,-10.62%,-22.96%,-22.83%,6.22%,4.75%,1.50,534.92,0.00,4.58,-1.08%,71
916,"TANH",-2.32%,14.62%,-23.91%,-32.45%,-74.28%,-47.62%,5.06%,8.08%,,444.66,0.10,0.71,-1.08%,2330
917,"DRN",0.04%,21.11%,12.03%,56.91%,137.72%,113.06%,3.41%,3.49%,,243.01,0.01,26.62,-1.08%,127
918,"IMRN",-1.34%,-2.38%,-33.82%,-44.20%,-44.03%,-41.92%,7.44%,5.43%,2.00,114.18,0.07,3.66,-1.07%,403
919,"IWF",1.60%,10.01%,7.95%,24.25%,34.91%,26.02%,0.94%,0.94%,,1523.39,0.00,300.63,-1.07%,18
920,"JMIA",0.48%,0.00%,-11.57%,-19.26%,16.56%,-53.78%,5.77%,5.54%,3.00,3948.43,0.12,18.45,-1.07%,24276
921,"GILT",1.32%,0.48%,-17.60%,-3.44%,39.80%,29.29%,3.67%,3.06%,,469.89,0.07,8.34,-1.07%,1563
922,"LPG",6.05%,2.74%,5.71%,1.40%,59.84%,16.70%,5.51%,3.92%,1.90,358.58,0.01,13.00,-1.07%,201
923,"FIVN",5.78%,18.48%,-12.81%,2.64%,17.70%,-4.66%,4.07%,3.24%,2.50,2132.25,0.01,164.50,-1.06%,709
924,"AGRO",8.67%,6.09%,-6.00%,-4.37%,94.21%,38.24%,3.24%,3.74%,2.10,821.02,0.00,9.30,-1.06%,203
925,"ITP",-0.14%,15.18%,-10.96%,-14.02%,-30.96%,-25.53%,13.48%,8.39%,,3941.37,0.68,0.41,-1.06%,134515
926,"WMG",-1.86%,4.18%,36.47%,38.23%,67.42%,26.48%,2.55%,2.61%,2.40,911.52,0.00,47.54,-1.06%,129
927,"CLF",0.04%,5.73%,-11.88%,13.62%,165.69%,55.84%,4.00%,4.62%,2.30,22917.07,0.19,22.45,-1.06%,221397
928,"PALI",-1.38%,11.33%,3.26%,-45.71%,-16.65%,-46.02%,5.75%,7.03%,,428.71,0.10,2.82,-1.05%,2159
929,"TXMD",0.40%,9.01%,-16.88%,-26.19%,-50.47%,-37.78%,4.69%,5.00%,1.70,4607.74,0.05,0.75,-1.05%,11004
930,"CVGW",0.65%,14.68%,-19.79%,-42.16%,-42.55%,-39.57%,2.97%,3.36%,2.80,252.18,0.05,41.52,-1.05%,624
931,"TUSK",-25.84%,-11.15%,-18.23%,-20.94%,64.00%,-35.51%,11.02%,7.09%,3.00,82.96,0.00,2.84,-1.05%,3
932,"ALB",5.60%,28.21%,16.35%,77.60%,135.22%,86.12%,3.50%,3.72%,2.40,1269.68,0.06,271.70,-1.05%,3920
933,"ALL",-7.98%,-9.98%,-15.06%,-13.23%,22.69%,4.78%,3.19%,2.12%,2.30,1546.01,0.07,113.99,-1.04%,5094
934,"CNCE",33.80%,31.96%,14.29%,1.59%,-62.61%,-69.62%,16.06%,7.11%,1.80,737.33,0.15,3.80,-1.04%,5644
935,"OUST",9.83%,13.88%,-24.49%,-15.92%,-20.27%,-42.89%,6.39%,5.96%,1.50,1315.79,0.27,7.63,-1.04%,17609
936,"QCOM",23.30%,33.46%,13.68%,33.80%,16.92%,9.45%,4.43%,2.35%,2.00,8064.95,0.26,165.01,-1.04%,104633
937,"NVCR",-1.50%,-4.83%,-25.78%,-40.99%,-15.60%,-38.68%,3.60%,4.05%,3.10,446.47,0.01,105.01,-1.04%,172
938,"ONEQ",1.63%,9.78%,7.75%,22.21%,35.35%,23.27%,0.95%,0.93%,,229.15,0.03,61.20,-1.03%,329
939,"MP",25.71%,37.67%,11.98%,71.53%,271.20%,32.24%,9.15%,6.35%,2.00,2557.10,0.17,42.10,-1.03%,22301
940,"LTH",10.30%,12.34%,,,,9.24%,4.49%,4.60%,,1388.37,0.02,19.19,-1.03%,1502
941,"PRNT",1.35%,10.48%,0.57%,9.95%,45.40%,23.64%,1.91%,1.59%,,84.51,0.85,38.51,-1.03%,3571
942,"OGEN",-9.81%,7.66%,-8.73%,0.45%,32.94%,39.06%,4.58%,7.43%,2.00,2719.52,0.11,0.62,-1.02%,15515
943,"TROW",1.31%,12.72%,1.14%,20.86%,62.79%,47.34%,2.33%,2.42%,3.00,974.70,0.00,217.41,-1.02%,46
944,"SBET",4.27%,-7.35%,-39.75%,-16.45%,52.73%,26.13%,10.58%,7.52%,,1363.51,0.17,3.87,-1.02%,11394
945,"CCI",-1.07%,7.16%,-5.78%,1.13%,11.79%,13.61%,1.79%,1.98%,2.20,1639.96,0.00,179.00,-1.02%,47
946,"CPG",-1.41%,-6.32%,34.71%,17.55%,232.65%,108.97%,3.66%,4.09%,3.00,3387.11,0.00,4.84,-1.02%,31
947,"NYT",-12.19%,-7.09%,3.81%,15.08%,26.00%,-5.35%,5.18%,2.73%,2.30,1359.96,0.00,48.50,-1.02%,11
948,"LLNW",-5.47%,17.60%,9.70%,-3.61%,-25.19%,-26.32%,7.25%,5.44%,2.80,1262.57,0.04,2.91,-1.02%,2565
949,"HYMB",0.96%,0.87%,-1.33%,0.20%,5.05%,1.64%,0.21%,0.17%,,220.02,0.01,59.35,-1.02%,76
950,"TR",0.56%,4.12%,-6.00%,3.86%,14.10%,13.02%,2.48%,1.90%,,145.63,0.00,32.26,-1.01%,9
951,"CVEO",0.93%,2.94%,-0.96%,36.93%,132.70%,63.53%,3.01%,3.58%,1.00,29.48,0.01,22.50,-1.01%,15
952,"EZJ",0.77%,3.93%,1.61%,12.59%,18.38%,3.68%,0.73%,0.75%,,6.52,0.21,47.89,-1.01%,70
953,"ROOT",1.23%,-0.20%,-27.95%,-45.36%,-78.20%,-68.49%,6.72%,6.09%,2.80,8363.82,0.08,4.90,-1.01%,33208
954,"LTRX",5.20%,64.62%,94.70%,103.49%,118.28%,123.20%,4.57%,6.55%,2.00,228.44,0.05,9.81,-1.01%,541
955,"PCI",0.55%,2.83%,-3.79%,-0.41%,9.65%,2.92%,0.62%,0.73%,3.00,498.27,0.02,21.60,-1.01%,506
956,"MIGI",8.07%,47.72%,40.71%,46.63%,770.63%,563.33%,15.22%,8.73%,2.00,94.93,0.08,13.79,-1.01%,400
957,"MKD",-3.41%,-13.48%,-40.92%,-55.31%,-67.72%,-58.50%,5.77%,9.98%,,11291.15,0.38,0.35,-1.00%,214036
958,"MED",5.69%,16.83%,-6.18%,-18.23%,40.07%,14.22%,5.45%,4.00%,1.70,131.70,0.00,222.00,-1.00%,8
959,"GSKY",-4.47%,5.55%,51.07%,109.08%,176.04%,158.75%,2.33%,2.09%,2.90,2205.55,0.04,11.86,-1.00%,4123
960,"RDS-B",1.75%,-2.34%,11.45%,22.31%,60.38%,36.72%,1.44%,1.69%,1.80,3401.76,0.08,45.49,-1.00%,13405
961,"ALLO",-2.91%,41.16%,-10.59%,-32.02%,-31.85%,-24.72%,5.31%,6.96%,1.70,1801.92,0.03,18.81,-1.00%,2370
962,"MTBC",-1.23%,0.00%,-4.53%,5.12%,-11.11%,-11.80%,4.55%,4.13%,1.70,72.57,0.03,7.92,-1.00%,100
963,"TRMR",4.49%,6.21%,-10.39%,,,11.79%,4.03%,3.26%,2.00,145.57,0.99,19.81,-1.00%,7210
964,"GBX",0.84%,-1.55%,-6.89%,-3.96%,47.40%,18.55%,2.74%,3.39%,2.20,277.10,0.01,42.70,-1.00%,103
965,"ADBE",4.30%,16.55%,6.69%,41.48%,41.77%,33.55%,1.98%,1.90%,1.70,2032.94,0.06,661.27,-1.00%,5786
966,"ONB",3.43%,5.54%,6.66%,-3.05%,15.74%,9.24%,2.54%,2.23%,2.70,1193.75,0.00,17.91,-1.00%,150
967,"EYEN",0.25%,-25.56%,-8.01%,-13.36%,16.52%,-33.66%,4.33%,6.83%,1.50,417.25,0.17,3.98,-1.00%,3574
968,"GBS",-8.64%,-7.37%,-35.58%,-42.07%,,-72.84%,6.80%,6.70%,,747.29,0.15,1.99,-1.00%,5497
969,"IBN",-0.33%,12.47%,11.99%,32.60%,57.07%,42.06%,1.08%,1.18%,1.30,6155.60,0.01,20.90,-0.99%,1593
970,"CVM",-2.97%,16.49%,35.43%,-39.36%,5.32%,3.60%,4.47%,5.70%,2.00,642.38,6.93,11.96,-0.99%,222674
971,"MGTX",0.35%,56.69%,45.38%,53.00%,40.71%,33.09%,5.39%,7.65%,1.90,293.02,0.00,19.95,-0.99%,30
972,"ACHR",-6.77%,-24.16%,-39.16%,-38.48%,,-39.76%,7.20%,6.90%,2.50,1555.99,0.60,6.00,-0.99%,46878
973,"ULCC",8.37%,4.87%,8.85%,-13.16%,,-8.65%,3.40%,3.03%,2.20,414.61,0.01,17.05,-0.99%,201
974,"GFAI",-8.97%,-40.99%,,,,-72.93%,9.32%,13.28%,,4439.30,0.06,2.01,-0.99%,12753
975,"SNTG",-7.31%,-6.88%,-52.60%,,,-94.18%,4.76%,10.10%,,827.60,0.44,2.01,-0.99%,18162
976,"OTIS",3.00%,2.35%,-7.62%,9.73%,31.56%,23.67%,1.74%,1.88%,2.20,2364.77,0.00,82.72,-0.98%,285
977,"AZUL",8.44%,-19.53%,-29.41%,-29.99%,-11.36%,-33.00%,4.94%,5.14%,2.90,1449.23,0.52,15.14,-0.98%,37844
978,"CEMI",-11.69%,-13.92%,-23.02%,-37.99%,-50.36%,-57.05%,5.21%,3.97%,2.70,2531.68,0.12,2.02,-0.98%,15003
979,"RDHL",-4.67%,7.37%,-28.37%,-16.53%,-36.25%,-36.88%,5.71%,7.00%,1.70,1124.25,0.00,5.05,-0.98%,59
980,"IBIO",1.30%,-13.14%,-35.38%,-45.42%,-50.44%,-23.07%,7.79%,5.53%,2.00,3087.87,0.48,0.80,-0.98%,73396
981,"AMLP",0.08%,1.59%,6.74%,4.83%,56.49%,39.48%,1.75%,1.89%,,1932.56,0.04,35.44,-0.98%,4310
982,"SPOT",-6.52%,20.21%,30.26%,23.56%,1.66%,-11.41%,3.21%,3.52%,2.30,1321.84,0.04,276.03,-0.98%,2373
983,"KLIC",6.17%,12.12%,-13.83%,30.92%,101.40%,80.64%,3.99%,4.43%,2.20,991.35,0.01,56.90,-0.97%,578
984,"SONO",1.39%,15.57%,0.26%,10.80%,129.24%,49.17%,2.96%,3.22%,2.10,3183.41,0.01,34.55,-0.97%,1021
985,"YSG",-0.32%,-21.23%,-52.62%,-66.95%,,-81.88%,6.96%,7.40%,2.40,3248.15,0.08,3.05,-0.97%,12361
986,"CIEN",2.48%,15.84%,7.39%,22.44%,41.43%,14.72%,2.40%,2.31%,1.90,1124.12,0.01,60.04,-0.97%,569
987,"BCLI",3.00%,-1.59%,-18.47%,-8.31%,-72.97%,-31.71%,4.76%,4.30%,2.50,118.61,0.00,3.06,-0.97%,4
988,"ADMP",-4.63%,-2.83%,1.98%,51.20%,44.06%,112.33%,2.51%,6.17%,3.00,6176.54,0.15,1.02,-0.97%,47649
989,"FLR",16.09%,42.96%,25.17%,-4.42%,68.37%,42.33%,5.40%,4.68%,2.90,2260.53,0.12,22.51,-0.97%,13585
990,"LI",-3.88%,6.24%,-2.41%,68.62%,13.99%,3.99%,4.53%,4.21%,1.80,7021.70,0.22,29.69,-0.97%,75750
991,"OTLK",-0.96%,-5.91%,-21.29%,4.55%,154.42%,59.23%,3.99%,3.77%,2.00,903.67,0.11,2.05,-0.97%,4833
992,"ATY",-36.60%,-32.90%,-55.58%,-59.33%,-25.81%,-63.13%,13.62%,7.09%,,325.57,0.11,4.10,-0.97%,1789
993,"UPRO",3.57%,23.90%,16.34%,52.10%,123.70%,89.99%,2.05%,2.08%,,5241.77,0.44,144.62,-0.97%,114925
994,"OPP",3.25%,5.02%,-4.24%,0.91%,13.31%,8.80%,1.02%,0.69%,,173.79,0.00,15.43,-0.96%,17
995,"EWN",1.43%,8.25%,3.92%,13.77%,40.96%,28.28%,0.82%,0.74%,,166.43,0.00,52.52,-0.96%,16
996,"CYN",-1.36%,,,,,-1.62%,6.19%,,,3298.99,0.01,7.21,-0.96%,2434
997,"CRBP",-0.95%,0.97%,-21.80%,-30.20%,-14.75%,-16.80%,4.98%,4.14%,2.80,1018.21,0.23,1.03,-0.96%,11848
998,"SPXL",3.64%,23.89%,16.39%,52.30%,123.62%,90.03%,2.13%,2.10%,,6541.36,0.63,135.98,-0.96%,206288
999,"OSTK",0.61%,34.41%,45.15%,47.46%,89.41%,112.59%,5.09%,5.77%,1.70,1215.13,0.09,101.00,-0.96%,5287
1000,"FHLC",-0.77%,5.71%,1.54%,10.39%,19.86%,15.39%,1.03%,0.94%,,157.38,0.01,66.00,-0.96%,63
1001,"STLD",4.77%,8.25%,-8.10%,8.02%,97.09%,78.28%,2.96%,3.63%,2.20,2054.77,0.02,65.10,-0.96%,2219
1002,"TTCF",-3.00%,-2.52%,-14.53%,3.68%,-11.42%,-22.37%,3.46%,3.19%,2.50,1606.88,0.03,17.60,-0.96%,2755
1003,"LOAN",-1.26%,-1.57%,-0.48%,-0.79%,42.73%,20.54%,2.78%,3.64%,2.00,48.01,0.03,6.22,-0.96%,83
1004,"PYCR",-1.26%,3.44%,1.23%,,,32.67%,4.19%,4.72%,2.00,519.90,0.00,34.23,-0.95%,1
1005,"CVNA",-1.48%,4.64%,-17.98%,30.60%,52.38%,23.51%,4.30%,3.29%,2.20,908.95,0.00,293.03,-0.95%,34
1006,"AEO",7.14%,12.02%,-24.39%,-20.84%,65.03%,33.78%,4.83%,3.62%,2.20,4816.16,0.01,26.59,-0.95%,2651
1007,"LKCO",-6.25%,-6.25%,-22.22%,-11.76%,144.41%,54.41%,4.50%,6.39%,,6527.13,0.18,1.04,-0.95%,59378
1008,"SGMS",-3.33%,2.40%,12.42%,49.28%,129.78%,92.46%,4.48%,4.79%,2.30,1034.95,0.00,79.09,-0.95%,127
1009,"GES",7.64%,16.94%,0.00%,-12.26%,62.36%,2.21%,3.87%,3.57%,2.40,801.55,0.01,22.90,-0.95%,270
1010,"FAN",-3.49%,5.73%,-3.00%,3.60%,7.30%,-9.79%,0.85%,0.99%,,120.86,0.04,20.82,-0.95%,216
1011,"LRCX",8.30%,12.58%,2.20%,11.52%,49.40%,31.69%,2.69%,2.46%,2.10,1376.54,0.07,616.00,-0.95%,4782
1012,"HNP",-6.37%,-5.25%,25.50%,32.33%,20.78%,31.51%,1.62%,2.26%,4.00,50.41,0.00,18.77,-0.95%,3
1013,"DGZ",-2.54%,-4.50%,-5.76%,-4.41%,1.68%,2.10%,0.15%,0.22%,,0.98,0.02,9.90,-0.95%,1
1014,"HTOO",-3.42%,12.20%,-13.38%,22.97%,,-31.14%,5.50%,5.33%,1.50,65.31,0.00,12.57,-0.95%,2
